type,role,sendMsgFile,handshake1_len,handshake2_len,c2sCipher,c2sPlain,s2cCipher,s2cPlain,handshakeCPUTime,commCPUTime
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,136096897,13901064
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123039854,6982086
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126788917,13703884
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,156812388,11811852
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,165037457,16367256
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,142922464,10769211
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,149841811,18355409
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,135036696,7024217
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,138385219,22387823
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,131169472,6270177
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,134391415,14391975
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,134432604,6441547
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,137902638,13803324
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,135360096,8909389
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,139996181,23840104
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124974896,7243997
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128275749,16961957
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,150328201,6650177
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,153680964,15264856
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,115638857,6335355
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,118864430,14099094
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,119867190,6652767
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123545724,19524470
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122870994,9025879
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128057429,16068486
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128358339,8509469
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133846215,13702274
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,119683680,6991028
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122935424,17656768
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121768022,6542107
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124988015,14273795
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120531272,6741797
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124101794,13675434
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124546985,6558436
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128140018,16154667
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,118150919,6503076
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121677293,14206924
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125736286,10689771
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,132973794,14247834
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123891355,6574767
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,127337038,14272234
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126144797,6695097
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129872881,13655323
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,134053815,7140107
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,137542258,20221400
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,143128124,10721561
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,150485762,15965796
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122831883,6390117
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126292587,14246695
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124196875,8362289
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128994960,15210975
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,136040997,8381428
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,141048582,17316758
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124509065,8960199
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129990630,17596018
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,130005271,11384822
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,137897489,14707065
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125920796,7875628
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129103609,24340135
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129627011,10658531
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,136919388,14295015
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,137911519,11312922
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,145790606,14926546
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124783255,7149047
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128338939,16680847
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128783160,7566417
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133036774,14021884
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,116161996,6452877
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,119748550,13903194
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128083829,8345139
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,131269592,27306248
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124325605,7456487
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128788889,13760784
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133598625,7821728
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,137719669,17766108
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122310203,6707857
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125354476,17144247
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121898812,6552697
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125521196,14759784
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120658271,8369498
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125933886,14092204
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124180654,8314439
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129492650,14326884
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125218216,6865347
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128094129,22878733
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,130782162,10547640
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,137989929,16279777
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122640103,6314786
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125979987,16067336
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,147733988,11550262
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,156013607,15001505
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,130780782,7856788
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133600274,28551699
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120646551,6445257
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123798785,14315664
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,132186363,6952117
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,136180437,14098414
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121732242,6971567
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125557167,13807333
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122661334,7776627
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126956858,14054555
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,169673611,8766179
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,175055426,17698338
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,142775933,8892769
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,147295308,23370913
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,137268788,7575397
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,141503832,15080135
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121973693,6587237
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125424567,16150806
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,135272636,7052497
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,138368699,21904082
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,119971581,6759217
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123735984,13636354
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,117493958,6517997
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120966802,14228714
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123827735,8257638
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,127400148,18829419
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120111761,6775336
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123902764,13927914
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,142218844,6954537
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,145324466,23059053
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122055663,8540758
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,127569338,14209585
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,130210321,10719351
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,137283448,14858635
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121836883,6487406
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124744145,14305354
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,137258688,7823627
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,141411002,21855862
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,151137462,8489719
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,155790427,22678983
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,131316232,7429228
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,134612495,24273485
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,119251630,6339096
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122572003,14267524
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,142147883,10904971
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,149520381,14689714
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,116663368,6645276
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120402801,13884574
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133422344,10836611
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,140652192,14413304
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122536553,8633049
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,127823448,17952058
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,127006219,10722110
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,134327705,14077414
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120002431,6685546
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123731505,13850494
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123765074,11215862
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,131078451,17925399
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125054666,8437029
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,130276512,14236964
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,140762772,8615768
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,145807377,18901039
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,118903439,7089107
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122809153,13872094
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122691623,8405899
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128012569,18155958
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120238131,6876547
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123847615,18311748
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122020113,6816047
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125705496,17955308
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,117437678,6720307
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121225802,13809324
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124393275,8192828
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128746779,18841340
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125274486,7939118
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,130285721,13701614
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120217851,7083547
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123783665,15834566
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121648952,6314577
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125040906,14103174
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,134142395,7376968
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,138257799,14104424
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122537613,6847867
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125904026,17881828
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121414692,6897087
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125370406,13607654
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,131603172,8988379
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,136288077,25369775
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123621844,7270598
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126816528,23943124
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,127915309,6906027
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,131795703,14702355
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123707704,11072801
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,131303232,14040244
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122154773,6874507
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126066857,14274955
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123270564,6418186
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126551627,17819568
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122075743,6480856
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125247986,17898038
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,127514788,8451399
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,132807984,14268974
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,136200617,10537550
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,143263894,14215094
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,118865780,7762467
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123178404,14429085
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,146719758,6923157
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,149793831,23082443
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129652090,8879479
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,135161816,17738208
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125003565,11884482
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133381474,14662554
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129514470,6919377
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,132396423,22867354
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121025172,6827247
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124885856,14052054
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,117647718,6786207
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121035752,16907417
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126259716,6988957
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129490050,21197882
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,147741928,7778788
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,150838712,24111104
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123625384,6476497
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126971968,14549324
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,140496431,15295705
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,151690442,15142445
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133061174,8946069
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,138010029,22602873
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129669451,6982557
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133539604,14488004
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122237373,7504088
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126203197,14207944
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124154285,7793028
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,127396779,23784963
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121919883,8517999
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,127562729,13952244
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122939254,6710527
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126727438,13975934
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128248700,7179257
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,131744143,18238608
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122551603,8519808
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128050189,14015474
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,118261800,6714456
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122010373,13996154
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,119445560,6926107
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123342254,13838134
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,115520486,6530496
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,119122359,16039717
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120798231,10846721
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128386349,14174264
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,132730444,8957838
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,138219499,18104238
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,136201427,11917532
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,144331335,15376625
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122609743,6783527
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125866886,17318568
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,132710304,6846477
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,136526968,13883823
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121799523,6623326
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125509836,15937776
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121530292,6974697
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124771985,17008507
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,117269787,6398867
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120812801,13669074
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,124415175,6564317
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128028939,13663624
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,132412974,6823536
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,136211847,13699784
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122016073,6809937
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125364796,15882326
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123137724,6451296
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126540007,13706384
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,138183160,8393958
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,143175914,14279044
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129975690,8785889
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,134511495,22705683
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125744387,6997297
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129512931,14019174
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129627291,6973997
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133524655,14790255
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126471757,6965067
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,130432561,14239394
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,115116025,6752427
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,118667669,13851164
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,130115181,11368922
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,137373558,15669826
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125915886,6841787
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129744720,14001304
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121799412,7362978
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125527366,16884097
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,118979110,6510997
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122213923,14968935
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,122605143,6657776
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,126156586,14814665
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,130327151,8554769
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,135561696,17614928
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,140611621,8417888
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,145557286,18759049
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,131532722,6912237
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,135467666,13893084
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129198049,8027549
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133216203,17596518
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120010500,6880987
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123680854,13824094
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,129709550,8191258
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,133221124,19304249
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,135521617,14299004
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,145806907,14892195
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123505614,8250028
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,128425589,13936685
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,119487490,6967497
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,123498064,13940074
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,121224391,7467328
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,125470136,14211614
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,116017897,6608146
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,119745420,13653864
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,135266726,7712228
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,139069450,18250818
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,141716332,15242736
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,152902634,15026964
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,138622389,7183017
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,141934103,23622223
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,138509569,11380292
xnoise,client,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,145581856,15153166
xnoise,server,resources/plain.1KB.txt,49,49,1040,1024,1040,1024,120166581,7481837
