type,role,sendMsgFile,handshake1_len,handshake2_len,handshake3_len,c2sCipher,c2sPlain,s2cCipher,s2cPlain,handshakeCPUTime,commCPUTime
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,121759042,36901517
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,126219527,24710175
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,128070239,34896715
ukey2,server,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,112173333,21031981
ukey2,client,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,114899306,30176610
ukey2,server,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,120757451,19264639
ukey2,client,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,121503782,30661421
ukey2,server,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,117544318,22496693
ukey2,client,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,118989410,36077736
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,111651032,17647038
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,96716287,47172887
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,122887504,23115353
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,126402187,34226005
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,112486214,24033184
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,113574945,38136748
ukey2,server,resources/plain.1KB.txt,136,117,77,1110,1024,1110,1024,110411091,18787799
ukey2,client,resources/plain.1KB.txt,136,117,77,1110,1024,1110,1024,108779830,32107252
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,132379623,18827380
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,130672171,32463423
ukey2,server,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,134141165,29081420
ukey2,client,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,144044875,34877085
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,113815945,22671473
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,116524557,32620593
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,133556554,25152595
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,131794002,39531110
ukey2,server,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,114669225,34368295
ukey2,client,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,126077927,41555601
ukey2,server,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,107653188,22546873
ukey2,client,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,109353250,34355585
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,126766237,18495039
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,123417554,34115575
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,115284116,16828137
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,103396784,40770291
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,147417988,18123468
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,144889966,34262664
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,108597660,25273805
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,111550803,36314406
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,109295730,30724851
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,119711601,31927262
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,116640967,18552599
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,115150726,34708584
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,110803092,30766830
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,121050222,32659883
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,123651314,17568048
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,120062900,34105335
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,117000898,21718722
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,119322811,34437064
ukey2,server,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,121058192,23837464
ukey2,client,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,119083880,41293432
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,122302593,24488804
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,124890805,34053295
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,106802748,29942470
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,116821257,32055282
ukey2,server,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,114443926,16468726
ukey2,client,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,111105381,31975933
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,127439859,17697318
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,127368509,29632849
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,132777024,23168143
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,134431095,33804024
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,115747466,22778323
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,117061968,33538013
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,134240256,31952721
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,144580555,34073204
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,112816024,32185662
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,123238935,36451006
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,131247073,23224363
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,129796271,41037162
ukey2,server,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,120778021,14360145
ukey2,client,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,106807278,40237520
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,117070697,18605759
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,113640834,37063597
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,111969082,20752842
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,114470025,30368151
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,114391945,18229768
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,113059183,31291302
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,112101902,22100582
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,115882826,30289761
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,114443035,17646448
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,111862442,32054843
ukey2,server,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,110345510,21186832
ukey2,client,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,111425171,32205243
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,109351820,20311690
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,112287723,29319179
ukey2,server,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,114899116,20825761
ukey2,client,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,117192238,30952871
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,117651799,24644785
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,118893959,38137729
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,111370182,20460940
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,112798433,31266112
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,103458794,20463921
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,104887866,30776060
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,121501402,15635536
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,107807158,50613631
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,113663725,21041861
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,115058226,32246242
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,125437426,20722911
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,115582536,45858266
ukey2,server,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,126685157,25728046
ukey2,client,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,129592951,38496138
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,119989191,22351222
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,123042484,31128411
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,132905803,23474194
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,134501825,33980554
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,115315777,18924649
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,104465896,45496285
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,117049297,22788653
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,117010047,35377266
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,117291538,17049867
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,114152915,36072546
ukey2,server,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,111327162,17916678
ukey2,client,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,101146352,41135301
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,119725490,23090314
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,123257814,31971452
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,124114534,20412171
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,125584226,32858513
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,106630007,34321864
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,118699169,36759217
ukey2,server,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,111119803,21496901
ukey2,client,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,112385743,31989002
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,103505794,32360822
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,114702705,33521694
ukey2,server,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,117732508,20241770
ukey2,client,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,118991029,31039752
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,124163275,19115529
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,113875254,41017432
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,118349270,21227991
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,121597183,29582030
ukey2,server,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,121035792,24586645
ukey2,client,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,122419793,37663158
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,133534404,15844646
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,130579641,30518600
ukey2,server,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,112331393,24379475
ukey2,client,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,115185256,37054787
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,114389815,25583266
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,115931776,37639768
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,109722081,20670661
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,112589764,30725801
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,113490464,20259381
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,112260853,33033703
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,114327895,22572443
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,113023224,36038416
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,133581544,23362633
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,135570326,34141105
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,110181361,21133131
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,111816153,31133331
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,112022862,20527701
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,114562445,30696871
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,114402665,26762137
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,117239438,36254646
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,122355494,16250986
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,117419938,33929644
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,121386702,20458360
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,118537639,37047307
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,108441479,20530271
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,111538583,29377929
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,133610634,15964737
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,131752132,29763831
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,116531857,20441110
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,115339166,36636906
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,118401320,22565982
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,120131261,35837447
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,122840713,18729349
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,113902775,39662880
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,115896567,19231329
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,113831215,32869423
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,114794616,16244567
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,100850712,44259324
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,108846679,16277836
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,105872176,32134052
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,112986394,20459351
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,111814053,33561324
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,116492827,20410641
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,117904578,31069972
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,111753373,30575290
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,123096264,31396112
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,110726701,25089385
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,111434442,46908387
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,137029748,16621567
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,133837885,32680053
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,131409673,24237814
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,129460391,41630382
ukey2,server,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,114773835,27362758
ukey2,client,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,117432018,38609978
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,116693357,22449872
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,118617339,33632914
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,115870256,21531182
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,117065177,32046443
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,111770732,18521929
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,109784220,32533623
ukey2,server,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,109326040,19582649
ukey2,client,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,109323630,38798299
ukey2,server,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,131339682,22583473
ukey2,client,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,127977289,48699779
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,101330042,34468335
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,112005072,45929967
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,112767764,23877564
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,115247387,36023856
ukey2,server,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,114763276,23361253
ukey2,client,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,117232849,35953836
ukey2,server,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,114354245,19818590
ukey2,client,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,111918672,36812807
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,124225335,20597930
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,125589926,35771136
ukey2,server,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,115930387,17213757
ukey2,client,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,112669903,32352242
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,120205041,22164582
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,121996913,32233412
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,126909127,18747980
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,125037526,32755053
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,130303111,35298325
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,143139444,38569118
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,117348628,18273368
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,117278478,30615311
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,113164774,23550423
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,114431385,37016487
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,116158717,21654491
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,119039130,31629461
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,123757104,23591464
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,126786207,34362775
ukey2,server,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,114564926,24899605
ukey2,client,resources/plain.1KB.txt,136,116,78,1110,1024,1110,1024,116298747,35668756
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,116921668,22591023
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,118556499,34750375
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,126548527,20796101
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,129256880,31794102
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,126797917,24113844
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,126734077,36669097
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,124081325,20813921
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,120722372,39461740
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,121162122,22096092
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,122268233,35449666
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,115218186,16639967
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,103321324,42586222
ukey2,server,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,123380354,26209196
ukey2,client,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,126356947,38801439
ukey2,server,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,123377313,22302953
ukey2,client,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,124987195,32507233
ukey2,server,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,117794478,17371148
ukey2,client,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,107824958,39656230
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,126877948,20257790
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,113315644,48309959
ukey2,server,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,124946776,22251422
ukey2,client,resources/plain.1KB.txt,136,118,78,1110,1024,1110,1024,126542247,33755084
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,113986465,25551646
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,116522557,38483109
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,128169399,19051919
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,125403786,33905154
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,101626553,38753218
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,115453017,41323381
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,110328552,19643709
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,108964590,32669443
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,114545666,20825880
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,117471768,29554229
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,118122509,22601153
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,119769240,35793886
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,118907699,13609034
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,105764026,38469819
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,116000026,16609307
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,112667023,31739602
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,112013203,18954779
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,97717179,49509740
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,116986408,17782527
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,107957859,38772919
ukey2,server,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,116529067,21440511
ukey2,client,resources/plain.1KB.txt,136,118,79,1110,1024,1110,1024,117529098,35165725
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,111757712,24877035
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,114574635,37258858
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,117218318,26564297
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,119885031,37303238
ukey2,server,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,107796788,19885450
ukey2,client,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,110438881,29813870
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,116487477,19282740
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,105846607,41589782
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,115387966,25818876
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,116411567,37619588
ukey2,server,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,113225144,21554452
ukey2,client,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,115360376,31628782
ukey2,server,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,117707289,23516083
ukey2,client,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,120784232,35279445
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,107924749,20851531
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,106283457,35693336
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,115051865,20010980
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,113184723,38008009
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,119553790,13256844
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,105451016,38846659
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,127744839,25799036
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,129401120,36495777
ukey2,server,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,119488450,26359306
ukey2,client,resources/plain.1KB.txt,136,117,78,1110,1024,1110,1024,122028093,42689833
ukey2,server,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,117585058,22193993
ukey2,client,resources/plain.1KB.txt,136,116,79,1110,1024,1110,1024,118771490,33684813
ukey2,server,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,111606483,22551933
ukey2,client,resources/plain.1KB.txt,136,116,80,1110,1024,1110,1024,114604176,31492432
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,94527035,29350859
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,105381496,30340230
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,125759417,22300012
ukey2,client,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,128380850,31744551
ukey2,server,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,123964964,24480635
ukey2,client,resources/plain.1KB.txt,136,117,79,1110,1024,1110,1024,125371616,35224195
ukey2,server,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,118968059,19279190
ukey2,client,resources/plain.1KB.txt,136,118,80,1110,1024,1110,1024,108003738,42865904
ukey2,server,resources/plain.1KB.txt,136,117,80,1110,1024,1110,1024,113906645,19578230
